DATE,DGS10,DGS2,T10Y2Y
9/25/2013,2.63,0.36,2.27
9/26/2013,2.66,0.34,2.32
9/27/2013,2.64,0.34,2.3
9/30/2013,2.64,0.33,2.31
10/1/2013,2.66,0.33,2.33
10/2/2013,2.63,0.31,2.32
10/3/2013,2.62,0.33,2.29
10/4/2013,2.66,0.33,2.33
10/7/2013,2.65,0.37,2.28
10/8/2013,2.66,0.4,2.26
10/9/2013,2.68,0.37,2.31
10/10/2013,2.71,0.35,2.36
10/11/2013,2.7,0.35,2.35
10/14/2013,2.725,0.36,2.365
10/15/2013,2.75,0.37,2.38
10/16/2013,2.69,0.34,2.35
10/17/2013,2.61,0.33,2.28
10/18/2013,2.6,0.33,2.27
10/21/2013,2.63,0.33,2.3
10/22/2013,2.54,0.31,2.23
10/23/2013,2.51,0.31,2.2
10/24/2013,2.53,0.33,2.2
10/25/2013,2.53,0.32,2.21
10/28/2013,2.54,0.32,2.22
10/29/2013,2.53,0.31,2.22
10/30/2013,2.55,0.33,2.22
10/31/2013,2.57,0.31,2.26
11/1/2013,2.65,0.33,2.32
11/4/2013,2.63,0.32,2.31
11/5/2013,2.69,0.32,2.37
11/6/2013,2.67,0.3,2.37
11/7/2013,2.63,0.29,2.34
11/8/2013,2.77,0.32,2.45
11/11/2013,2.785,0.33,2.455
11/12/2013,2.8,0.34,2.46
11/13/2013,2.75,0.32,2.43
11/14/2013,2.69,0.29,2.4
11/15/2013,2.71,0.31,2.4
11/18/2013,2.67,0.31,2.36
11/19/2013,2.71,0.29,2.42
11/20/2013,2.8,0.28,2.52
11/21/2013,2.79,0.29,2.5
11/22/2013,2.75,0.31,2.44
11/25/2013,2.74,0.3,2.44
11/26/2013,2.71,0.29,2.42
11/27/2013,2.74,0.28,2.46
11/28/2013,2.745,0.28,2.465
11/29/2013,2.75,0.28,2.47
12/2/2013,2.81,0.3,2.51
12/3/2013,2.79,0.28,2.51
12/4/2013,2.84,0.3,2.54
12/5/2013,2.88,0.3,2.58
12/6/2013,2.88,0.3,2.58
12/9/2013,2.86,0.3,2.56
12/10/2013,2.81,0.3,2.51
12/11/2013,2.86,0.31,2.55
12/12/2013,2.89,0.34,2.55
12/13/2013,2.88,0.34,2.54
12/16/2013,2.89,0.34,2.55
12/17/2013,2.85,0.34,2.51
12/18/2013,2.89,0.32,2.57
12/19/2013,2.94,0.35,2.59
12/20/2013,2.89,0.37,2.52
12/23/2013,2.94,0.38,2.56
12/24/2013,2.99,0.38,2.61
12/25/2013,2.995,0.4,2.595
12/26/2013,3,0.42,2.58
12/27/2013,3.02,0.4,2.62
12/30/2013,2.99,0.39,2.6
12/31/2013,3.04,0.38,2.66
1/1/2014,3.02,0.385,2.635
1/2/2014,3,0.39,2.61
1/3/2014,3.01,0.41,2.6
1/6/2014,2.98,0.4,2.58
1/7/2014,2.96,0.4,2.56
1/8/2014,3.01,0.43,2.58
1/9/2014,2.97,0.44,2.53
1/10/2014,2.88,0.39,2.49
1/13/2014,2.84,0.39,2.45
1/14/2014,2.88,0.39,2.49
1/15/2014,2.9,0.41,2.49
1/16/2014,2.86,0.41,2.45
1/17/2014,2.84,0.4,2.44
1/20/2014,2.845,0.4,2.445
1/21/2014,2.85,0.4,2.45
1/22/2014,2.87,0.44,2.43
1/23/2014,2.79,0.39,2.4
1/24/2014,2.75,0.37,2.38
1/27/2014,2.78,0.37,2.41
1/28/2014,2.77,0.38,2.39
1/29/2014,2.69,0.36,2.33
1/30/2014,2.72,0.36,2.36
1/31/2014,2.67,0.34,2.33
2/3/2014,2.61,0.3,2.31
2/4/2014,2.64,0.31,2.33
2/5/2014,2.7,0.32,2.38
2/6/2014,2.73,0.33,2.4
2/7/2014,2.71,0.3,2.41
2/10/2014,2.7,0.32,2.38
2/11/2014,2.75,0.35,2.4
2/12/2014,2.8,0.35,2.45
2/13/2014,2.73,0.32,2.41
2/14/2014,2.75,0.32,2.43
2/17/2014,2.73,0.315,2.415
2/18/2014,2.71,0.31,2.4
2/19/2014,2.73,0.33,2.4
2/20/2014,2.76,0.34,2.42
2/21/2014,2.73,0.33,2.4
2/24/2014,2.75,0.35,2.4
2/25/2014,2.7,0.34,2.36
2/26/2014,2.67,0.33,2.34
2/27/2014,2.65,0.33,2.32
2/28/2014,2.66,0.33,2.33
3/3/2014,2.6,0.32,2.28
3/4/2014,2.7,0.33,2.37
3/5/2014,2.7,0.33,2.37
3/6/2014,2.74,0.37,2.37
3/7/2014,2.8,0.38,2.42
3/10/2014,2.79,0.37,2.42
3/11/2014,2.77,0.37,2.4
3/12/2014,2.73,0.37,2.36
3/13/2014,2.66,0.34,2.32
3/14/2014,2.65,0.36,2.29
3/17/2014,2.7,0.38,2.32
3/18/2014,2.68,0.36,2.32
3/19/2014,2.78,0.47,2.31
3/20/2014,2.79,0.45,2.34
3/21/2014,2.75,0.45,2.3
3/24/2014,2.74,0.47,2.27
3/25/2014,2.75,0.47,2.28
3/26/2014,2.71,0.45,2.26
3/27/2014,2.69,0.45,2.24
3/28/2014,2.73,0.45,2.28
3/31/2014,2.73,0.44,2.29
4/1/2014,2.77,0.44,2.33
4/2/2014,2.82,0.47,2.35
4/3/2014,2.8,0.46,2.34
4/4/2014,2.74,0.43,2.31
4/7/2014,2.71,0.41,2.3
4/8/2014,2.69,0.4,2.29
4/9/2014,2.71,0.37,2.34
4/10/2014,2.65,0.37,2.28
4/11/2014,2.63,0.37,2.26
4/14/2014,2.65,0.37,2.28
4/15/2014,2.64,0.39,2.25
4/16/2014,2.65,0.39,2.26
4/17/2014,2.73,0.43,2.3
4/18/2014,2.73,0.425,2.305
4/21/2014,2.73,0.42,2.31
4/22/2014,2.73,0.45,2.28
4/23/2014,2.7,0.43,2.27
4/24/2014,2.7,0.43,2.27
4/25/2014,2.68,0.43,2.25
4/28/2014,2.7,0.44,2.26
4/29/2014,2.71,0.44,2.27
4/30/2014,2.67,0.42,2.25
5/1/2014,2.63,0.41,2.22
5/2/2014,2.6,0.42,2.18
5/5/2014,2.63,0.43,2.2
5/6/2014,2.61,0.43,2.18
5/7/2014,2.62,0.41,2.21
5/8/2014,2.61,0.4,2.21
5/9/2014,2.62,0.4,2.22
5/12/2014,2.66,0.41,2.25
5/13/2014,2.61,0.39,2.22
5/14/2014,2.54,0.39,2.15
5/15/2014,2.5,0.38,2.12
5/16/2014,2.52,0.38,2.14
5/19/2014,2.54,0.36,2.18
5/20/2014,2.52,0.35,2.17
5/21/2014,2.54,0.37,2.17
5/22/2014,2.56,0.37,2.19
5/23/2014,2.54,0.37,2.17
5/26/2014,2.53,0.38,2.15
5/27/2014,2.52,0.39,2.13
5/28/2014,2.44,0.37,2.07
5/29/2014,2.45,0.37,2.08
5/30/2014,2.48,0.37,2.11
6/2/2014,2.54,0.39,2.15
6/3/2014,2.6,0.41,2.19
6/4/2014,2.61,0.41,2.2
6/5/2014,2.59,0.4,2.19
6/6/2014,2.6,0.41,2.19
6/9/2014,2.62,0.43,2.19
6/10/2014,2.64,0.45,2.19
6/11/2014,2.65,0.44,2.21
6/12/2014,2.58,0.42,2.16
6/13/2014,2.6,0.45,2.15
6/16/2014,2.61,0.49,2.12
6/17/2014,2.66,0.51,2.15
6/18/2014,2.61,0.48,2.13
6/19/2014,2.64,0.48,2.16
6/20/2014,2.63,0.5,2.13
6/23/2014,2.63,0.48,2.15
6/24/2014,2.59,0.49,2.1
6/25/2014,2.57,0.48,2.09
6/26/2014,2.53,0.46,2.07
6/27/2014,2.54,0.45,2.09
6/30/2014,2.53,0.47,2.06
7/1/2014,2.58,0.47,2.11
7/2/2014,2.64,0.49,2.15
7/3/2014,2.65,0.52,2.13
7/4/2014,2.64,0.52,2.12
7/7/2014,2.63,0.52,2.11
7/8/2014,2.58,0.51,2.07
7/9/2014,2.57,0.51,2.06
7/10/2014,2.55,0.46,2.09
7/11/2014,2.53,0.48,2.05
7/14/2014,2.55,0.48,2.07
7/15/2014,2.56,0.49,2.07
7/16/2014,2.55,0.5,2.05
7/17/2014,2.47,0.47,2
7/18/2014,2.5,0.51,1.99
7/21/2014,2.49,0.51,1.98
7/22/2014,2.48,0.49,1.99
7/23/2014,2.48,0.5,1.98
7/24/2014,2.52,0.53,1.99
7/25/2014,2.48,0.53,1.95
7/28/2014,2.5,0.54,1.96
7/29/2014,2.47,0.54,1.93
7/30/2014,2.57,0.56,2.01
7/31/2014,2.58,0.53,2.05
8/1/2014,2.52,0.47,2.05
8/4/2014,2.51,0.47,2.04
8/5/2014,2.49,0.47,2.02
8/6/2014,2.49,0.48,2.01
8/7/2014,2.43,0.44,1.99
8/8/2014,2.44,0.45,1.99
8/11/2014,2.44,0.47,1.97
8/12/2014,2.46,0.45,2.01
8/13/2014,2.43,0.43,2
8/14/2014,2.4,0.42,1.98
8/15/2014,2.34,0.42,1.92
8/18/2014,2.39,0.44,1.95
8/19/2014,2.4,0.46,1.94
8/20/2014,2.43,0.49,1.94
8/21/2014,2.41,0.49,1.92
8/22/2014,2.4,0.53,1.87
8/25/2014,2.39,0.53,1.86
8/26/2014,2.39,0.52,1.87
8/27/2014,2.37,0.51,1.86
8/28/2014,2.34,0.5,1.84
8/29/2014,2.35,0.48,1.87
9/1/2014,2.385,0.505,1.88
9/2/2014,2.42,0.53,1.89
9/3/2014,2.41,0.52,1.89
9/4/2014,2.45,0.54,1.91
9/5/2014,2.46,0.52,1.94
9/8/2014,2.48,0.54,1.94
9/9/2014,2.5,0.56,1.94
9/10/2014,2.54,0.58,1.96
9/11/2014,2.54,0.58,1.96
9/12/2014,2.62,0.58,2.04
9/15/2014,2.6,0.58,2.02
9/16/2014,2.6,0.55,2.05
9/17/2014,2.62,0.59,2.03
9/18/2014,2.63,0.59,2.04
9/19/2014,2.59,0.59,2
9/22/2014,2.57,0.58,1.99
9/23/2014,2.54,0.57,1.97
9/24/2014,2.57,0.59,1.98
9/25/2014,2.52,0.56,1.96
9/26/2014,2.54,0.59,1.95
9/29/2014,2.5,0.58,1.92
9/30/2014,2.52,0.58,1.94
10/1/2014,2.42,0.53,1.89
10/2/2014,2.44,0.53,1.91
10/3/2014,2.45,0.57,1.88
10/6/2014,2.43,0.54,1.89
10/7/2014,2.36,0.52,1.84
10/8/2014,2.35,0.46,1.89
10/9/2014,2.34,0.46,1.88
10/10/2014,2.31,0.45,1.86
10/13/2014,2.26,0.42,1.84
10/14/2014,2.21,0.39,1.82
10/15/2014,2.15,0.34,1.81
10/16/2014,2.17,0.35,1.82
10/17/2014,2.22,0.39,1.83
10/20/2014,2.2,0.37,1.83
10/21/2014,2.23,0.38,1.85
10/22/2014,2.25,0.41,1.84
10/23/2014,2.29,0.41,1.88
10/24/2014,2.29,0.41,1.88
10/27/2014,2.27,0.41,1.86
10/28/2014,2.3,0.42,1.88
10/29/2014,2.34,0.48,1.86
10/30/2014,2.32,0.48,1.84
10/31/2014,2.35,0.5,1.85
11/3/2014,2.36,0.52,1.84
11/4/2014,2.35,0.52,1.83
11/5/2014,2.36,0.52,1.84
11/6/2014,2.39,0.54,1.85
11/7/2014,2.32,0.51,1.81
11/10/2014,2.38,0.55,1.83
11/11/2014,2.375,0.55,1.825
11/12/2014,2.37,0.55,1.82
11/13/2014,2.35,0.53,1.82
11/14/2014,2.32,0.54,1.78
11/17/2014,2.34,0.54,1.8
11/18/2014,2.32,0.53,1.79
11/19/2014,2.36,0.54,1.82
11/20/2014,2.34,0.53,1.81
11/21/2014,2.31,0.53,1.78
11/24/2014,2.3,0.53,1.77
11/25/2014,2.27,0.51,1.76
11/26/2014,2.24,0.53,1.71
11/27/2014,2.21,0.5,1.71
11/28/2014,2.18,0.47,1.71
12/1/2014,2.22,0.49,1.73
12/2/2014,2.28,0.55,1.73
12/3/2014,2.29,0.57,1.72
12/4/2014,2.25,0.55,1.7
12/5/2014,2.31,0.65,1.66
12/8/2014,2.26,0.64,1.62
12/9/2014,2.22,0.64,1.58
12/10/2014,2.18,0.59,1.59
12/11/2014,2.19,0.62,1.57
12/12/2014,2.1,0.56,1.54
12/15/2014,2.12,0.6,1.52
12/16/2014,2.07,0.58,1.49
12/17/2014,2.14,0.62,1.52
12/18/2014,2.22,0.67,1.55
12/19/2014,2.17,0.67,1.5
12/22/2014,2.17,0.71,1.46
12/23/2014,2.26,0.73,1.53
12/24/2014,2.27,0.73,1.54
12/25/2014,2.26,0.73,1.53
12/26/2014,2.25,0.73,1.52
12/29/2014,2.22,0.72,1.5
12/30/2014,2.2,0.69,1.51
12/31/2014,2.17,0.67,1.5
1/1/2015,2.145,0.665,1.48
1/2/2015,2.12,0.66,1.46
1/5/2015,2.04,0.68,1.36
1/6/2015,1.97,0.65,1.32
1/7/2015,1.96,0.62,1.34
1/8/2015,2.03,0.62,1.41
1/9/2015,1.98,0.59,1.39
1/12/2015,1.92,0.56,1.36
1/13/2015,1.91,0.54,1.37
1/14/2015,1.86,0.51,1.35
1/15/2015,1.77,0.44,1.33
1/16/2015,1.83,0.49,1.34
1/19/2015,1.825,0.51,1.315
1/20/2015,1.82,0.53,1.29
1/21/2015,1.87,0.53,1.34
1/22/2015,1.9,0.53,1.37
1/23/2015,1.81,0.52,1.29
1/26/2015,1.83,0.54,1.29
1/27/2015,1.83,0.54,1.29
1/28/2015,1.73,0.5,1.23
1/29/2015,1.77,0.51,1.26
1/30/2015,1.68,0.47,1.21
2/2/2015,1.68,0.49,1.19
2/3/2015,1.79,0.52,1.27
2/4/2015,1.81,0.52,1.29
2/5/2015,1.83,0.52,1.31
2/6/2015,1.95,0.65,1.3
2/9/2015,1.96,0.65,1.31
2/10/2015,2.01,0.67,1.34
2/11/2015,2,0.67,1.33
2/12/2015,1.99,0.61,1.38
2/13/2015,2.02,0.66,1.36
2/16/2015,2.08,0.68,1.4
2/17/2015,2.14,0.7,1.44
2/18/2015,2.07,0.62,1.45
2/19/2015,2.11,0.67,1.44
2/20/2015,2.13,0.67,1.46
2/23/2015,2.06,0.64,1.42
2/24/2015,1.99,0.6,1.39
2/25/2015,1.96,0.61,1.35
2/26/2015,2.03,0.66,1.37
2/27/2015,2,0.63,1.37
3/2/2015,2.08,0.66,1.42
3/3/2015,2.12,0.68,1.44
3/4/2015,2.12,0.66,1.46
3/5/2015,2.11,0.65,1.46
3/6/2015,2.24,0.73,1.51
3/9/2015,2.2,0.7,1.5
3/10/2015,2.14,0.7,1.44
3/11/2015,2.11,0.7,1.41
3/12/2015,2.1,0.67,1.43
3/13/2015,2.13,0.68,1.45
3/16/2015,2.1,0.66,1.44
3/17/2015,2.06,0.7,1.36
3/18/2015,1.93,0.57,1.36
3/19/2015,1.98,0.63,1.35
3/20/2015,1.93,0.6,1.33
3/23/2015,1.92,0.6,1.32
3/24/2015,1.88,0.58,1.3
3/25/2015,1.93,0.59,1.34
3/26/2015,2.01,0.61,1.4
3/27/2015,1.95,0.58,1.37
3/30/2015,1.96,0.58,1.38
3/31/2015,1.94,0.56,1.38
4/1/2015,1.87,0.55,1.32
4/2/2015,1.92,0.55,1.37
4/3/2015,1.85,0.49,1.36
4/6/2015,1.92,0.51,1.41
4/7/2015,1.89,0.52,1.37
4/8/2015,1.92,0.54,1.38
4/9/2015,1.97,0.56,1.41
4/10/2015,1.96,0.57,1.39
4/13/2015,1.94,0.54,1.4
4/14/2015,1.9,0.53,1.37
4/15/2015,1.91,0.51,1.4
4/16/2015,1.9,0.5,1.4
4/17/2015,1.87,0.51,1.36
4/20/2015,1.9,0.55,1.35
4/21/2015,1.92,0.55,1.37
4/22/2015,1.99,0.57,1.42
4/23/2015,1.96,0.55,1.41
4/24/2015,1.93,0.54,1.39
4/27/2015,1.94,0.54,1.4
4/28/2015,2,0.56,1.44
4/29/2015,2.06,0.56,1.5
4/30/2015,2.05,0.58,1.47
5/1/2015,2.12,0.6,1.52
5/4/2015,2.16,0.6,1.56
5/5/2015,2.19,0.62,1.57
5/6/2015,2.25,0.65,1.6
5/7/2015,2.18,0.63,1.55
5/8/2015,2.16,0.59,1.57
5/11/2015,2.28,0.62,1.66
5/12/2015,2.28,0.61,1.67
5/13/2015,2.27,0.59,1.68
5/14/2015,2.23,0.56,1.67
5/15/2015,2.14,0.55,1.59
5/18/2015,2.23,0.58,1.65
5/19/2015,2.27,0.63,1.64
5/20/2015,2.26,0.6,1.66
5/21/2015,2.19,0.6,1.59
5/22/2015,2.21,0.64,1.57
5/25/2015,2.175,0.64,1.535
5/26/2015,2.14,0.64,1.5
5/27/2015,2.14,0.64,1.5
5/28/2015,2.13,0.62,1.51
5/29/2015,2.12,0.61,1.51
6/1/2015,2.19,0.64,1.55
6/2/2015,2.27,0.64,1.63
6/3/2015,2.38,0.69,1.69
6/4/2015,2.31,0.66,1.65
6/5/2015,2.41,0.73,1.68
6/8/2015,2.39,0.7,1.69
6/9/2015,2.42,0.72,1.7
6/10/2015,2.5,0.75,1.75
6/11/2015,2.39,0.73,1.66
6/12/2015,2.39,0.74,1.65
6/15/2015,2.36,0.72,1.64
6/16/2015,2.32,0.71,1.61
6/17/2015,2.32,0.67,1.65
6/18/2015,2.35,0.66,1.69
6/19/2015,2.26,0.65,1.61
6/22/2015,2.37,0.68,1.69
6/23/2015,2.42,0.7,1.72
6/24/2015,2.38,0.68,1.7
6/25/2015,2.4,0.68,1.72
6/26/2015,2.49,0.72,1.77
6/29/2015,2.33,0.64,1.69
6/30/2015,2.35,0.64,1.71
7/1/2015,2.43,0.69,1.74
7/2/2015,2.4,0.64,1.76
7/3/2015,2.35,0.62,1.73
7/6/2015,2.3,0.6,1.7
7/7/2015,2.27,0.58,1.69
7/8/2015,2.22,0.55,1.67
7/9/2015,2.32,0.6,1.72
7/10/2015,2.42,0.65,1.77
7/13/2015,2.44,0.69,1.75
7/14/2015,2.41,0.66,1.75
7/15/2015,2.36,0.64,1.72
7/16/2015,2.36,0.67,1.69
7/17/2015,2.34,0.68,1.66
7/20/2015,2.38,0.71,1.67
7/21/2015,2.35,0.71,1.64
7/22/2015,2.33,0.75,1.58
7/23/2015,2.28,0.71,1.57
7/24/2015,2.27,0.7,1.57
7/27/2015,2.23,0.68,1.55
7/28/2015,2.26,0.69,1.57
7/29/2015,2.29,0.7,1.59
7/30/2015,2.28,0.72,1.56
7/31/2015,2.2,0.67,1.53
8/3/2015,2.16,0.68,1.48
8/4/2015,2.23,0.74,1.49
8/5/2015,2.28,0.73,1.55
8/6/2015,2.23,0.71,1.52
8/7/2015,2.18,0.73,1.45
8/10/2015,2.24,0.73,1.51
8/11/2015,2.15,0.68,1.47
8/12/2015,2.14,0.67,1.47
8/13/2015,2.19,0.72,1.47
8/14/2015,2.2,0.73,1.47
8/17/2015,2.16,0.72,1.44
8/18/2015,2.2,0.74,1.46
8/19/2015,2.12,0.67,1.45
8/20/2015,2.09,0.69,1.4
8/21/2015,2.05,0.64,1.41
8/24/2015,2.01,0.59,1.42
8/25/2015,2.12,0.67,1.45
8/26/2015,2.18,0.67,1.51
8/27/2015,2.18,0.68,1.5
8/28/2015,2.19,0.72,1.47
8/31/2015,2.21,0.74,1.47
9/1/2015,2.17,0.7,1.47
9/2/2015,2.2,0.72,1.48
9/3/2015,2.18,0.71,1.47
9/4/2015,2.13,0.71,1.42
9/7/2015,2.165,0.725,1.44
9/8/2015,2.2,0.74,1.46
9/9/2015,2.21,0.75,1.46
9/10/2015,2.23,0.75,1.48
9/11/2015,2.2,0.71,1.49
9/14/2015,2.18,0.73,1.45
9/15/2015,2.28,0.82,1.46
9/16/2015,2.3,0.82,1.48
9/17/2015,2.21,0.7,1.51
9/18/2015,2.13,0.69,1.44
9/21/2015,2.2,0.72,1.48
9/22/2015,2.14,0.69,1.45
9/23/2015,2.16,0.7,1.46
9/24/2015,2.13,0.67,1.46
9/25/2015,2.17,0.7,1.47
9/28/2015,2.1,0.67,1.43
9/29/2015,2.05,0.64,1.41
9/30/2015,2.06,0.64,1.42
10/1/2015,2.05,0.64,1.41
10/2/2015,1.99,0.58,1.41
10/5/2015,2.07,0.61,1.46
10/6/2015,2.05,0.61,1.44
10/7/2015,2.08,0.65,1.43
10/8/2015,2.12,0.65,1.47
10/9/2015,2.12,0.65,1.47
10/12/2015,2.09,0.645,1.445
10/13/2015,2.06,0.64,1.42
10/14/2015,1.99,0.57,1.42
10/15/2015,2.04,0.61,1.43
10/16/2015,2.04,0.61,1.43
10/19/2015,2.04,0.61,1.43
10/20/2015,2.08,0.66,1.42
10/21/2015,2.04,0.64,1.4
10/22/2015,2.04,0.61,1.43
10/23/2015,2.09,0.66,1.43
10/26/2015,2.07,0.66,1.41
10/27/2015,2.05,0.65,1.4
10/28/2015,2.1,0.73,1.37
10/29/2015,2.19,0.75,1.44
10/30/2015,2.16,0.75,1.41
11/2/2015,2.2,0.77,1.43
11/3/2015,2.23,0.8,1.43
11/4/2015,2.25,0.84,1.41
11/5/2015,2.26,0.85,1.41
11/6/2015,2.34,0.9,1.44
11/9/2015,2.36,0.89,1.47
11/10/2015,2.32,0.87,1.45
11/11/2015,2.32,0.88,1.44
11/12/2015,2.32,0.89,1.43
11/13/2015,2.28,0.86,1.42
11/16/2015,2.27,0.88,1.39
11/17/2015,2.25,0.86,1.39
11/18/2015,2.27,0.9,1.37
11/19/2015,2.24,0.91,1.33
11/20/2015,2.26,0.93,1.33
11/23/2015,2.25,0.94,1.31
11/24/2015,2.24,0.93,1.31
11/25/2015,2.23,0.93,1.3
11/26/2015,2.225,0.925,1.3
11/27/2015,2.22,0.92,1.3
11/30/2015,2.21,0.94,1.27
12/1/2015,2.15,0.91,1.24
12/2/2015,2.18,0.94,1.24
12/3/2015,2.33,0.96,1.37
12/4/2015,2.28,0.96,1.32
12/7/2015,2.23,0.94,1.29
12/8/2015,2.24,0.94,1.3
12/9/2015,2.22,0.93,1.29
12/10/2015,2.24,0.95,1.29
12/11/2015,2.13,0.88,1.25
12/14/2015,2.23,0.97,1.26
12/15/2015,2.28,0.98,1.3
12/16/2015,2.3,1.02,1.28
12/17/2015,2.24,1,1.24
12/18/2015,2.19,0.97,1.22
12/21/2015,2.2,0.96,1.24
12/22/2015,2.24,0.99,1.25
12/23/2015,2.27,1.01,1.26
12/24/2015,2.25,1.03,1.22
12/25/2015,2.245,1.04,1.205
12/28/2015,2.24,1.05,1.19
12/29/2015,2.32,1.09,1.23
12/30/2015,2.31,1.08,1.23
12/31/2015,2.27,1.06,1.21
1/1/2016,2.255,1.04,1.215
1/4/2016,2.24,1.02,1.22
1/5/2016,2.25,1.04,1.21
1/6/2016,2.18,0.99,1.19
1/7/2016,2.16,0.96,1.2
1/8/2016,2.13,0.94,1.19
1/11/2016,2.17,0.94,1.23
1/12/2016,2.12,0.93,1.19
1/13/2016,2.08,0.91,1.17
1/14/2016,2.1,0.9,1.2
1/15/2016,2.03,0.85,1.18
1/18/2016,2.045,0.865,1.18
1/19/2016,2.06,0.88,1.18
1/20/2016,2.01,0.85,1.16
1/21/2016,2.02,0.84,1.18
1/22/2016,2.07,0.88,1.19
1/25/2016,2.03,0.88,1.15
1/26/2016,2.01,0.85,1.16
1/27/2016,2.02,0.84,1.18
1/28/2016,2,0.83,1.17
1/29/2016,1.94,0.76,1.18
2/1/2016,1.97,0.81,1.16
2/2/2016,1.87,0.75,1.12
2/3/2016,1.88,0.72,1.16
2/4/2016,1.87,0.7,1.17
2/5/2016,1.86,0.74,1.12
2/8/2016,1.75,0.66,1.09
2/9/2016,1.74,0.69,1.05
2/10/2016,1.71,0.71,1
2/11/2016,1.63,0.64,0.99
2/12/2016,1.74,0.71,1.03
2/15/2016,1.76,0.725,1.035
2/16/2016,1.78,0.74,1.04
2/17/2016,1.81,0.74,1.07
2/18/2016,1.75,0.71,1.04
2/19/2016,1.76,0.76,1
2/22/2016,1.77,0.78,0.99
2/23/2016,1.74,0.76,0.98
2/24/2016,1.75,0.75,1
2/25/2016,1.71,0.72,0.99
2/26/2016,1.76,0.8,0.96
2/29/2016,1.74,0.78,0.96
3/1/2016,1.83,0.85,0.98
3/2/2016,1.84,0.85,0.99
3/3/2016,1.83,0.85,0.98
3/4/2016,1.88,0.88,1
3/7/2016,1.91,0.91,1
3/8/2016,1.83,0.88,0.95
3/9/2016,1.9,0.9,1
3/10/2016,1.93,0.93,1
3/11/2016,1.98,0.97,1.01
3/14/2016,1.97,0.97,1
3/15/2016,1.97,0.98,0.99
3/16/2016,1.94,0.87,1.07
3/17/2016,1.91,0.87,1.04
3/18/2016,1.88,0.84,1.04
3/21/2016,1.92,0.87,1.05
3/22/2016,1.94,0.91,1.03
3/23/2016,1.88,0.87,1.01
3/24/2016,1.91,0.89,1.02
3/25/2016,1.9,0.89,1.01
3/28/2016,1.89,0.89,1
3/29/2016,1.81,0.78,1.03
3/30/2016,1.83,0.76,1.07
3/31/2016,1.78,0.73,1.05
4/1/2016,1.79,0.76,1.03
4/4/2016,1.78,0.75,1.03
4/5/2016,1.73,0.72,1.01
4/6/2016,1.76,0.73,1.03
4/7/2016,1.7,0.7,1
4/8/2016,1.72,0.7,1.02
4/11/2016,1.73,0.7,1.03
4/12/2016,1.79,0.74,1.05
4/13/2016,1.77,0.75,1.02
4/14/2016,1.8,0.77,1.03
4/15/2016,1.76,0.74,1.02
4/18/2016,1.78,0.75,1.03
4/19/2016,1.79,0.77,1.02
4/20/2016,1.85,0.8,1.05
4/21/2016,1.88,0.82,1.06
4/22/2016,1.89,0.84,1.05
4/25/2016,1.91,0.85,1.06
4/26/2016,1.94,0.86,1.08
4/27/2016,1.87,0.83,1.04
4/28/2016,1.84,0.78,1.06
4/29/2016,1.83,0.77,1.06
5/2/2016,1.88,0.8,1.08
5/3/2016,1.81,0.75,1.06
5/4/2016,1.79,0.75,1.04
5/5/2016,1.76,0.72,1.04
5/6/2016,1.79,0.74,1.05
5/9/2016,1.77,0.72,1.05
5/10/2016,1.77,0.72,1.05
5/11/2016,1.73,0.74,0.99
5/12/2016,1.75,0.76,0.99
5/13/2016,1.71,0.76,0.95
5/16/2016,1.75,0.79,0.96
5/17/2016,1.76,0.82,0.94
5/18/2016,1.87,0.9,0.97
5/19/2016,1.85,0.89,0.96
5/20/2016,1.85,0.89,0.96
5/23/2016,1.84,0.91,0.93
5/24/2016,1.86,0.92,0.94
5/25/2016,1.87,0.92,0.95
5/26/2016,1.83,0.87,0.96
5/27/2016,1.85,0.9,0.95
5/30/2016,1.845,0.885,0.96
5/31/2016,1.84,0.87,0.97
6/1/2016,1.85,0.91,0.94
6/2/2016,1.81,0.89,0.92
6/3/2016,1.71,0.78,0.93
6/6/2016,1.73,0.8,0.93
6/7/2016,1.72,0.78,0.94
6/8/2016,1.71,0.78,0.93
6/9/2016,1.68,0.77,0.91
6/10/2016,1.64,0.73,0.91
6/13/2016,1.62,0.73,0.89
6/14/2016,1.62,0.74,0.88
6/15/2016,1.6,0.69,0.91
6/16/2016,1.57,0.7,0.87
6/17/2016,1.62,0.7,0.92
6/20/2016,1.67,0.74,0.93
6/21/2016,1.71,0.76,0.95
6/22/2016,1.69,0.75,0.94
6/23/2016,1.74,0.78,0.96
6/24/2016,1.57,0.64,0.93
6/27/2016,1.46,0.61,0.85
6/28/2016,1.46,0.61,0.85
6/29/2016,1.5,0.62,0.88
6/30/2016,1.49,0.58,0.91
7/1/2016,1.46,0.59,0.87
7/4/2016,1.415,0.575,0.84
7/5/2016,1.37,0.56,0.81
7/6/2016,1.38,0.58,0.8
7/7/2016,1.4,0.58,0.82
7/8/2016,1.37,0.61,0.76
7/11/2016,1.43,0.66,0.77
7/12/2016,1.53,0.69,0.84
7/13/2016,1.48,0.68,0.8
7/14/2016,1.53,0.68,0.85
7/15/2016,1.6,0.71,0.89
7/18/2016,1.59,0.68,0.91
7/19/2016,1.56,0.7,0.86
7/20/2016,1.59,0.73,0.86
7/21/2016,1.57,0.7,0.87
